Fecha;PM10;PM2.5;Vel-viento;Precipitación;Dirección;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HR
15/06/2023 2:00;5;5;0,7;0,1;92;7,5;0,1;0,6;3;3,6;0;12,2;0;75
15/06/2023 3:00;3;2;1,3;0,1;116;7,4;0,1;0,5;2,3;2,8;0;11,9;0;75
15/06/2023 4:00;2;2;1,3;0;118;7,7;0,1;0,4;1,9;2,2;0;12;0;74
15/06/2023 5:00;0;7;1,1;0,6;117;7,6;0,1;0,6;2,8;3,4;0;11,5;0;79
15/06/2023 6:00;6;6;1,4;0,6;122;7,5;0,2;1,7;5,6;7,3;0;11;0;82
15/06/2023 7:00;5;0;1,4;0;116;7,5;0,2;3,2;7,9;11,1;0;11,5;10;77
15/06/2023 8:00;10;0;1,2;0;107;7,2;0,3;3,4;7,4;10,8;0;12,1;36;74
15/06/2023 9:00;6;2;1,5;0;106;7,6;0,2;2,6;5,6;8,2;0;12,6;63;72
15/06/2023 10:00;7;2;1,3;0;118;7,4;0,2;3,1;5,4;8,5;0;13;75;71
15/06/2023 11:00;8;0;1,4;0;139;0;0;0;0;0;0;13,1;97;70
15/06/2023 12:00;9;0;1,4;0;144;0;0;0;0;0;0;13,2;145;69
15/06/2023 13:00;6;0;1;0;143;8,3;0,2;3;3,5;6,4;0;14;200;65
15/06/2023 14:00;2;0;0,8;0;149;8,2;0,2;3,5;3,7;7,2;0;15;257;62
15/06/2023 15:00;5;4;0,9;0;124;7;0,2;3,2;4,2;7,4;0;15,4;256;62
15/06/2023 16:00;0;12;1,1;0;107;7,1;0,2;2,7;4,2;6,9;0;15,5;202;60
15/06/2023 17:00;8;6;0,9;0;146;7,7;0,2;4;5,6;9,6;0;15;124;62
15/06/2023 18:00;9;5;0,7;0;170;6;0,3;5,3;8;13,3;0;13,9;47;68
15/06/2023 19:00;6;5;0;0;164;4,3;0,4;4,1;11;15,1;0;12,7;12;76
15/06/2023 20:00;13;4;0,3;0;110;2,9;0,6;6,8;13,6;20,4;0;12,1;0;81
15/06/2023 21:00;9;0;0,7;0,1;116;2,6;0,6;8,5;13,2;21,7;0;11,8;0;81
15/06/2023 22:00;9;2;0,5;0,5;108;1,9;0,5;8,1;14;22,2;0;11,4;0;83
15/06/2023 23:00;10;3;0,2;0,8;96;0,5;0,6;12,6;17,2;29,8;0;11;0;87
16/06/2023 0:00;11;11;0,2;0,7;48;0,1;0,6;14,3;18,7;33;0;10,6;0;91
16/06/2023 1:00;0;13;0,2;0,5;63;0,3;0,5;11;19,1;30,1;0;10,6;0;93
16/06/2023 2:00;7;6;0,3;0,3;110;0;0,4;7,7;17,9;25,6;0;10,7;0;93
16/06/2023 3:00;0;8;0,4;0,1;111;0,5;0,3;4,4;13,8;18,1;0;10,7;0;93
16/06/2023 4:00;4;4;0,6;0,1;132;2,9;0,2;1,9;9,8;11,7;0;10,6;0;91
16/06/2023 5:00;7;5;0,9;0,1;121;4,9;0,2;1,9;8,7;10,7;0;10,6;0;87
16/06/2023 6:00;6;5;1,3;0;107;5,5;0,2;3,3;10,2;13,5;0;10,8;0;81
16/06/2023 7:00;13;9;1,4;0;112;4,7;0,4;6,8;11,7;18,4;0;11,3;16;78
16/06/2023 8:00;15;15;1,5;0;117;5,1;0,4;7,6;10,2;17,8;0;13,2;166;72
16/06/2023 9:00;10;4;2,2;0;110;6,3;0,3;4,8;7,3;12,1;0;14,9;306;66
16/06/2023 10:00;6;1;2,4;0;111;6,8;0,2;3,2;5,2;8,4;0;15,1;331;65
16/06/2023 11:00;8;8;1,9;0;120;7;0,2;2,8;4,1;6,9;0;15,9;408;63
16/06/2023 12:00;5;5;1,3;0;119;6,4;0,2;2,4;4;6,3;0;16,2;365;63
16/06/2023 13:00;4;3;1,2;0;113;6,2;0,2;2,7;4,3;7;0;15,6;241;65
16/06/2023 14:00;9;3;1,6;0;116;6,3;0,2;3;4,4;7,4;0;15,4;231;66
16/06/2023 15:00;6;1;1,5;0;120;6,2;0,2;3,2;4,2;7,5;0;15,9;309;63
16/06/2023 16:00;9;3;1,4;0;122;5,7;0,2;3,5;4,1;7,6;0;16,1;284;62
16/06/2023 17:00;6;5;1,1;0;129;5;0,2;3,7;4,6;8,3;0;15,2;120;66
16/06/2023 18:00;6;2;0,8;0;155;3,5;0,3;5,8;5,9;11,7;0;13,6;32;73
16/06/2023 19:00;8;2;0,6;0;158;2,3;0,5;9,5;7,4;16,8;0;12,5;7;78
16/06/2023 20:00;6;0;0,4;0;114;2,5;0,5;8,9;8;16,9;0;12,1;0;78
16/06/2023 21:00;6;1;0,3;0;151;3,2;0,4;7;8,6;15,7;0;12;0;77
16/06/2023 22:00;6;6;0,5;0;189;3;0,4;6,8;9,9;16,6;0;11,6;0;80
16/06/2023 23:00;5;5;0,5;0;193;2,9;0,4;5,3;10,4;15,7;0;11;0;83
17/06/2023 0:00;4;4;0,5;0;173;4,1;0,3;3,1;9,9;13;0;10,7;0;83
17/06/2023 1:00;7;4;0,5;0;140;5,2;0,2;1,7;7,4;9,1;0;10,8;0;82
17/06/2023 2:00;7;7;0,5;0,2;129;5,2;0,2;1,2;5,2;6,3;0;10,6;0;83
17/06/2023 3:00;4;4;0,5;0,7;105;4,5;0,2;1,1;6,2;7,3;0;10,1;0;88
17/06/2023 4:00;11;4;0,3;0,8;65;2,9;0,2;1,2;8,9;10,1;0;9,9;0;91
17/06/2023 5:00;8;7;0,3;0,7;340;1,5;0,2;2,8;13;15,8;0;9,8;0;92
17/06/2023 6:00;7;4;0,3;0,7;344;1,2;0,3;5,4;14,9;20,3;0;9,8;0;93
17/06/2023 7:00;6;1;0,3;0,8;174;2,2;0,3;6,5;12,3;18,8;0;10;11;91
17/06/2023 8:00;11;2;0,5;1,2;193;2,6;0,4;9,1;11,4;20,4;0;10,4;37;90
17/06/2023 9:00;10;0;0,3;0,9;238;3,1;0,4;9,5;11,1;20,5;0;10,9;95;88
17/06/2023 10:00;7;0;0,3;0,3;316;4,3;0,3;6,1;8,1;14,3;0;12;171;83
17/06/2023 11:00;12;0;0,3;0,3;317;4,4;0,3;4,6;6,1;10,8;0;12,7;197;80
17/06/2023 12:00;0;11;0,6;0,2;328;4,5;0,3;4;5,6;9,6;0;13;159;76
17/06/2023 13:00;6;6;0,1;0;26;5;0,3;4,1;5,3;9,3;0;14;225;70
17/06/2023 14:00;6;0;1,4;0,1;153;5,3;0,3;4,2;4,3;8,5;0;14,3;300;70
17/06/2023 15:00;5;0;1,9;0,3;154;5,4;0,3;4,2;4;8,2;0;13,5;232;73
17/06/2023 16:00;4;4;1,7;0,2;145;5,2;0,3;4,4;4,8;9,2;0;13,1;142;73
17/06/2023 17:00;6;6;1,7;0,5;152;5,2;0,3;5,2;5,4;10,6;0;12,7;110;75
17/06/2023 18:00;0;4;2;0,5;161;5,6;0,3;5,5;5,4;10,8;0;12,6;71;74
17/06/2023 19:00;3;0;2,2;0,1;150;5,3;0,3;5,1;5,6;10,7;0;12,2;14;72
17/06/2023 20:00;6;0;2,2;0,1;142;5;0,3;5,3;6;11,3;0;11,4;0;76
17/06/2023 21:00;7;0;2;0;138;5,7;0,3;4,8;5,8;10,6;0;11,2;0;76
17/06/2023 22:00;8;0;1,7;0;128;5,8;0,3;3,8;5,7;9,5;0;10,8;0;77
17/06/2023 23:00;7;0;1;0;122;5,7;0,3;2,9;5,7;8,7;0;10,5;0;78
18/06/2023 0:00;10;0;1;0;144;6,2;0,2;2,5;5,2;7,7;0;10,6;0;77
18/06/2023 1:00;6;1;1,4;0;149;6,3;0,2;2,1;4,6;6,7;0;10,5;0;77
18/06/2023 2:00;0;7;1,2;0;139;6,4;0,2;1,3;4;5,3;0;10,4;0;76
18/06/2023 3:00;6;6;0,9;0;121;5;0,2;1,8;5,6;7,3;0;10,2;0;78
18/06/2023 4:00;2;1;0,6;0;111;4,2;0,2;2,4;6,9;9,2;0;10,2;0;78
18/06/2023 5:00;4;1;0,2;0;104;4,9;0,2;1,4;5,7;7,1;0;10,3;0;78
18/06/2023 6:00;5;2;0,2;0,3;70;5,2;0,2;0,7;4,9;5,6;0;10,1;0;81
18/06/2023 7:00;5;3;0,3;1;52;3,6;0,2;2,2;8;10,3;0;9,7;4;86
18/06/2023 8:00;10;7;0,5;1;12;1,3;0,4;7,1;12,6;19,7;0;9,6;31;91
18/06/2023 9:00;9;9;0,6;0,3;7;1,9;0,4;9,2;12,3;21,6;0;10,7;98;88
18/06/2023 10:00;5;5;0,4;0;57;4,5;0,3;6;7,9;13,9;0;12,4;172;77
18/06/2023 11:00;5;5;0,4;0;92;5,8;0,2;3;4,3;7,3;0;13,5;207;68
18/06/2023 12:00;3;2;0,8;0;105;5,5;0,2;2,6;3,5;6,2;0;13,6;221;68
18/06/2023 13:00;2;2;0,9;0;121;5,6;0,3;3,2;3,5;6,7;0;14,1;259;65
18/06/2023 14:00;5;5;0,6;0;153;6,1;0,2;3,2;3,2;6,4;0;15;335;61
18/06/2023 15:00;3;1;0,6;0;165;6,1;0,2;2,8;2,8;5,6;0;15,3;349;60
18/06/2023 16:00;4;0;0,9;0;129;6,1;0,2;2,4;2,9;5,3;0;15;258;61
18/06/2023 17:00;4;0;0,8;0;112;5,8;0,2;2,3;3,2;5,5;0;14,3;146;63
18/06/2023 18:00;8;2;0,6;0;111;5,7;0,2;2;3,3;5,2;0;13,5;60;65
18/06/2023 19:00;8;1;1;0;111;6,1;0,2;1,7;3,1;4,9;0;12,7;11;67
18/06/2023 20:00;6;3;0,9;0,1;99;5,6;0,2;1,6;3,5;5,1;0;11,9;0;74
18/06/2023 21:00;7;0;1;0,2;94;4,9;0,2;1,9;4,1;6;0;11,2;0;81
18/06/2023 22:00;12;0;0,5;0,2;87;3,8;0,2;2,3;5,4;7,6;0;11,1;0;83
18/06/2023 23:00;10;0;0,5;0,3;66;3,9;0,2;1,7;5,4;7,1;0;11,3;0;82
19/06/2023 0:00;5;0;0,8;0,7;41;3,5;0,2;0,9;5,3;6,2;0;11;0;85
19/06/2023 1:00;6;1;0,6;0,9;350;3,3;0,2;0,7;5,5;6,2;0;10,5;0;88
19/06/2023 2:00;5;4;0,5;0,6;12;4,4;0,2;0,4;4,9;5,3;0;10,5;0;86
19/06/2023 3:00;9;3;0,6;0,1;353;5,2;0,2;0,4;4,4;4,8;0;10,7;0;83
19/06/2023 4:00;8;1;0,4;0;31;5,3;0,1;0,3;3,4;3,7;0;10,8;0;80
19/06/2023 5:00;5;2;0,4;0,1;64;3,8;0,1;0,4;4,6;5;0;10,7;0;81
19/06/2023 6:00;7;1;0,6;0,3;328;2,5;0,2;1;7,8;8,9;0;10,2;0;87
19/06/2023 7:00;7;3;1,3;0,2;325;1,7;0,3;3,2;10,8;14,1;0;10,4;17;87
19/06/2023 8:00;6;1;1,4;0;325;2,2;0,3;4,4;9,7;14,1;0;11,7;73;79
19/06/2023 9:00;4;2;0,8;0;343;4,3;0,2;2,9;5,3;8,2;0;13,2;151;69
19/06/2023 10:00;4;4;0,2;0;89;5,8;0,2;2,1;3;5,1;0;14,3;237;64
19/06/2023 11:00;0;6;0,2;0;157;6,2;0,2;2,8;2,7;5,4;0;15,1;285;61
19/06/2023 12:00;0;2;0,5;0;104;5,9;0,2;2,7;2,7;5,4;0;15,8;349;59
19/06/2023 13:00;3;0;1,1;0;111;5,4;0,2;2,3;2,6;4,9;0;16,5;422;57
19/06/2023 14:00;6;5;1,8;0;109;5,2;0,2;2,6;3;5,6;0;17,1;461;56
19/06/2023 15:00;6;2;1,9;0;110;5,1;0,2;2,4;2,9;5,3;0;17,5;515;55
19/06/2023 16:00;6;0;1,5;0;115;5,2;0,2;1,8;2,6;4,4;0;17,5;403;55
19/06/2023 17:00;6;0;1,2;0;118;5;0,2;2,2;2,9;5,2;0;16,6;181;57
19/06/2023 18:00;8;0;0,8;0;111;4;0,3;2,4;3,4;5,8;0;15,3;65;61
19/06/2023 19:00;9;3;1,4;0;85;3,3;0,3;2;3,8;5,8;0;14,1;17;65
19/06/2023 20:00;4;3;1,6;0;72;4,1;0,3;1,8;3,7;5,5;0;13,4;0;70
19/06/2023 21:00;7;1;1,1;0;59;4,9;0,2;1,5;3,4;4,8;0;13,2;0;72
19/06/2023 22:00;5;0;0,9;0;57;4,2;0,2;1;2,8;3,8;0;12,8;0;74
19/06/2023 23:00;4;0;0,7;0;42;4,3;0,2;0,8;2,1;2,9;0;12,5;0;72
20/06/2023 0:00;5;0;0,8;0;7;4,9;0,2;0,7;2;2,7;0;12,5;0;68
20/06/2023 1:00;8;5;0,8;0;357;5,1;0,1;0,5;1,7;2,1;0;12,6;0;66
20/06/2023 2:00;3;3;0,5;0;346;5,3;0,1;0,3;1,3;1,5;0;12,6;0;66
20/06/2023 3:00;0;0;0,4;0;352;6,2;0,1;0,3;1,4;1,6;0;12,6;0;65
20/06/2023 4:00;0;5;0,5;0;359;5,5;0,1;0,5;2,3;2,8;0;12,5;0;66
20/06/2023 5:00;0;8;0,6;0;350;4,5;0,1;0,9;3,4;4,3;0;12,3;0;67
20/06/2023 6:00;5;5;0,4;0;320;4,2;0,1;2;4,5;6,5;0;12,2;0;67
20/06/2023 7:00;9;6;0,4;0;318;4,3;0,2;3;5,2;8,2;0;12,5;17;66
20/06/2023 8:00;7;5;0,8;0;342;4,4;0,2;2,8;4,5;7,3;0;13,1;53;64
20/06/2023 9:00;9;3;0,8;0;322;5,2;0,2;2,5;3,5;5,9;0;13,9;106;62
20/06/2023 10:00;9;0;0,3;0;306;5,6;0,2;2,9;3,3;6,2;0;14,7;196;60
20/06/2023 11:00;6;2;0,4;0;101;5,6;0,2;2,6;2,9;5,6;0;15,8;352;57
20/06/2023 12:00;9;9;0,7;0;80;6;0,1;1,7;2,3;4,1;0;16,8;493;53
20/06/2023 13:00;8;7;0,5;0;98;6,1;0,1;1,5;2,2;3,7;0;17,4;465;52
20/06/2023 14:00;8;8;0,5;0;131;5,8;0,1;1,7;2,3;4;0;17,8;367;52
20/06/2023 15:00;0;14;0,8;0;117;5,8;0,1;1,9;2,8;4,8;0;18,1;330;52
20/06/2023 16:00;11;7;0,8;0;123;5,7;0,2;2,2;3,3;5,5;0;17,4;218;54
20/06/2023 17:00;10;2;1,3;0;113;5,3;0,2;2,8;4,2;6,9;0;16,1;104;60
20/06/2023 18:00;9;4;1,6;0;102;4,6;0,2;2,8;4,7;7,5;0;15;57;64
20/06/2023 19:00;12;7;1,1;0;97;3,6;0,4;4,2;5,9;10,1;0;14,3;14;67
20/06/2023 20:00;7;4;0,9;0;91;3,1;0,4;5,1;7;12,1;0;13,8;0;68
20/06/2023 21:00;7;7;1;0;93;3,4;0,3;4,2;6,6;10,7;0;13,5;0;69
20/06/2023 22:00;6;6;1,3;0;92;3,1;0,3;3,5;6;9,5;0;13,3;0;69
20/06/2023 23:00;6;2;1,1;0;92;2,8;0,2;3,1;5,6;8,7;0;12,9;0;73
21/06/2023 0:00;5;5;0,5;0;105;2,1;0,3;3,7;7,7;11,4;0;12,3;0;80
21/06/2023 1:00;6;6;0,3;0,2;97;0,5;0,3;4,1;10,2;14,3;0;11,8;0;86
21/06/2023 2:00;3;3;0,4;0,2;125;1,6;0,2;2,6;7,7;10,3;0;11,9;0;86
21/06/2023 3:00;5;0;0,1;0,2;145;4,1;0,1;0,9;4,6;5,5;0;11,9;0;84
21/06/2023 4:00;4;0;0,2;0,3;114;4,1;0,1;0,6;4,4;5;0;11,6;0;86
21/06/2023 5:00;2;0;0,1;0,1;108;3,4;0,1;1,5;5,6;7,1;0;11,8;0;84
21/06/2023 6:00;4;0;0,4;0;341;2,8;0,2;3,2;6,9;10,1;0;12,5;0;79
21/06/2023 7:00;7;6;0,6;0;126;2,9;0,2;4;5,9;9,9;0;12,8;8;76
21/06/2023 8:00;0;15;1,4;0;133;3,4;0,2;3,7;3,9;7,6;0;12,6;36;79
21/06/2023 9:00;8;8;0,9;0,1;126;3,7;0,2;3,7;3,6;7,3;0;12,7;87;79
21/06/2023 10:00;5;1;1,3;0,1;127;4,9;0,2;3,2;3,5;6,7;0;13,8;176;73
21/06/2023 11:00;3;2;1,7;0;139;5,6;0,2;2,8;3;5,8;0;15;303;67
21/06/2023 12:00;4;3;1,8;0;149;5,7;0,2;2,3;2,7;5;0;16,4;460;61
21/06/2023 13:00;7;6;1,4;0;163;5,8;0,2;2,5;2,8;5,3;0;17,8;500;56
21/06/2023 14:00;7;6;1,1;0;148;6,3;0,2;2,6;3,2;5,8;0;18,5;385;54
21/06/2023 15:00;10;3;1,5;0;130;6;0,2;2,6;3,4;6;0;18,6;369;52
21/06/2023 16:00;10;0;1,7;0;144;5,2;0,2;3,5;3,8;7,4;0;18,5;338;52
21/06/2023 17:00;10;4;2,1;0;142;5,6;0,3;4,8;4,6;9,5;0;17,2;167;57
21/06/2023 18:00;9;6;2;0;139;5,4;0,3;4,8;4,9;9,6;0;15,5;60;63
21/06/2023 19:00;8;6;1;0;147;4,6;0,3;5,4;5,3;10,6;0;14,3;24;67
21/06/2023 20:00;8;3;0,6;0;137;3,3;0,4;7,5;7,4;14,9;0;13,6;0;70
21/06/2023 21:00;7;3;0,7;0;96;2,5;0,4;6,2;7,3;13,5;0;13,7;0;70
21/06/2023 22:00;11;2;0,8;0;86;2,9;0,3;4,8;6,6;11,4;0;13,5;0;70
21/06/2023 23:00;10;0;1,1;0;108;2,2;0,3;7,2;7,1;14,4;0;12,8;0;73
22/06/2023 0:00;10;4;1,2;0;115;0,9;0,3;8;6,7;14,7;0;12;0;77
22/06/2023 1:00;10;5;1;0;114;0,8;0,3;5,6;5,5;11,2;0;11,5;0;79
22/06/2023 2:00;7;3;0,9;0;106;1,5;0,2;2,9;4,3;7,2;0;11,6;0;79
22/06/2023 3:00;11;4;0,7;0;108;0,9;0,2;3,4;5,3;8,7;0;11,9;0;78
22/06/2023 4:00;7;7;0,5;0,3;119;0,1;0,3;8,4;8;16,4;0;11,7;0;82
22/06/2023 5:00;17;12;0,4;0,4;127;0;0,4;14,9;10;24,9;0;11,1;0;88
22/06/2023 6:00;15;6;0,7;0,1;112;0;0,4;15,2;10,4;25,6;0;10,9;1;89
22/06/2023 7:00;11;2;1;0;103;0,4;0,4;12,6;10;22,6;0;11,6;19;85
22/06/2023 8:00;16;10;0,7;0;93;1,1;0,6;20,1;10,8;30,9;0;12,6;55;80
22/06/2023 9:00;9;8;0,4;0;114;1,8;0,6;21,1;10,1;31,2;0;13,6;126;78
22/06/2023 10:00;7;6;0,7;0;130;2,8;0,4;11,6;7,4;19;0;14,5;241;76
22/06/2023 11:00;4;3;1,6;0;111;3,1;0,3;7;6;13;0;15,4;356;73
22/06/2023 12:00;2;0;2;0,1;108;3,9;0,2;4,2;4,9;9,1;0;16,4;413;66
22/06/2023 13:00;1;0;2,1;0,1;100;4,7;0,2;2,7;4;6,7;0;17,5;426;59
22/06/2023 14:00;4;0;2,3;0;106;5,4;0,2;2,4;3,6;6;0;18,3;431;55
22/06/2023 15:00;8;8;2,3;0;121;5,9;0,2;3,3;3,8;7,1;0;18,8;437;52
22/06/2023 16:00;7;4;2,6;0;122;5,9;0,2;3,8;4,3;8,2;0;18,6;355;52
22/06/2023 17:00;9;1;2,9;0;125;6,5;0,2;4;4,6;8,5;0;17,8;157;54
22/06/2023 18:00;7;3;1,9;0;131;6;0,3;4,1;5;9,1;0;16,6;46;58
22/06/2023 19:00;11;3;1,2;0;110;4,6;0,4;5,4;6,7;12,1;0;15,2;15;63
22/06/2023 20:00;12;4;1,6;0;103;3;0,7;13,4;10,3;23,7;0;14,3;0;67
22/06/2023 21:00;16;3;1,6;0;105;1,3;0,7;15,2;9,8;25;0;13,5;0;71
22/06/2023 22:00;8;4;1,5;0;99;1,5;0,5;9,3;7,2;16,5;0;13,3;0;72
22/06/2023 23:00;10;10;1,6;0;95;2;0,4;6,4;6,6;13,1;0;13,2;0;74
23/06/2023 0:00;13;10;1,3;0;97;2;0,3;5,4;6,4;11,8;0;12,9;0;75
23/06/2023 1:00;14;5;1,2;0;105;2,7;0,2;3,7;5,2;8,9;0;12,6;0;75
23/06/2023 2:00;9;1;1;0;108;3,6;0,2;1,1;3,3;4,4;0;12,3;0;76
23/06/2023 3:00;4;3;0,7;0;116;4,4;0,1;0,7;2,9;3,6;0;12,4;0;76
23/06/2023 4:00;11;3;0,9;0;114;3,8;0,1;0,8;3,5;4,2;0;12,4;0;77
23/06/2023 5:00;13;3;1,2;0;108;2,2;0,2;2,9;5,4;8,4;0;12,2;0;79
23/06/2023 6:00;19;4;1,4;0;107;1;0,3;8,5;7,2;15,7;0;11,8;0;80
23/06/2023 7:00;7;7;1,3;0;106;0,7;0,4;13,3;7,7;21;0;11,6;23;79
23/06/2023 8:00;9;5;0,6;0;88;1,1;0,5;14,5;7,8;22,4;0;13;85;72
23/06/2023 9:00;16;7;0,6;0;32;0;0;0;0;0;0;14,9;153;65
23/06/2023 10:00;7;3;0,8;0;67;5,8;0,3;4,6;7,8;12,4;0;16;197;60
23/06/2023 11:00;9;4;1,2;0;109;6,2;0,3;3,9;6,2;10,1;0;17;282;56
23/06/2023 12:00;8;8;1,9;0;111;6,8;0,2;3,2;4,9;8,1;0;17,8;370;54
23/06/2023 13:00;6;4;2,5;0;119;6,6;0,2;2,7;4,1;6,8;0;17,8;348;55
23/06/2023 14:00;7;0;2,5;0;129;6,4;0,2;3,2;3,9;7,1;0;18,3;358;53
23/06/2023 15:00;11;6;2;0;133;6,9;0,2;4,2;4,7;9;0;19,5;380;48
23/06/2023 16:00;11;4;1,1;0;126;6,9;0,2;4;6,1;10,1;0;20,2;297;46
23/06/2023 17:00;55;29;0,6;0;330;7,2;0,4;5,2;13,3;18,5;0;19,3;163;54
23/06/2023 18:00;58;19;1,5;0;329;5,4;0,6;7,1;22,2;29,3;0;17,2;53;68
23/06/2023 19:00;40;26;1,2;0;341;2,7;0,7;6,4;27;33,4;0;15,1;14;78
23/06/2023 20:00;24;15;0,4;0;24;0,7;0,8;9,7;26,7;36,4;0;13,7;0;81
23/06/2023 21:00;28;11;0,6;0;94;0;1;23,3;20,2;43,5;0;13,3;0;78
23/06/2023 22:00;17;6;0,8;0;105;0,6;0,9;27,4;15,3;42,7;0;13;0;77
23/06/2023 23:00;32;10;0,8;0;103;0,3;0,9;24,5;15,9;40,4;0;12,8;0;79
24/06/2023 0:00;19;6;1;0;109;0,4;0,7;19,7;14,2;33,9;0;12,7;0;79
24/06/2023 1:00;14;14;1,3;0;108;1;0,4;9,5;10,5;20;0;12,8;0;78
24/06/2023 2:00;13;8;0,9;0,6;99;0,4;0,4;8,4;11,3;19,7;0;12,5;0;81
24/06/2023 3:00;8;6;0,7;2;94;0,6;0,4;6,2;9,8;16;0;11,8;0;87
24/06/2023 4:00;22;10;0,3;1,4;57;0,4;0,3;5,5;11;16,5;0;11,5;0;91
24/06/2023 5:00;21;10;0,1;0,1;34;0;0,4;8,5;14,5;23;0;11,5;0;91
24/06/2023 6:00;11;5;0,4;0,3;110;0;0,4;11,5;12,1;23,5;0;11,4;0;91
24/06/2023 7:00;10;10;0,7;0,2;101;0,1;0,5;17,7;11,6;29,2;0;11,4;19;90
24/06/2023 8:00;22;20;0,5;0;98;0,8;0,7;27,9;16,3;44,2;0;12,8;92;86
24/06/2023 9:00;19;7;0,7;0;98;3,1;0,7;24,5;16,2;40,8;0;15,1;240;73
24/06/2023 10:00;4;4;1,7;0,1;104;6,5;0,4;8,7;9,5;18,2;0;16,4;418;62
24/06/2023 11:00;8;0;2,9;0,1;109;6,6;0,2;2,7;5,5;8,3;0;16,7;563;60
24/06/2023 12:00;8;3;3,4;0;108;5,9;0,3;2,9;4,8;7,6;0;17,3;653;57
24/06/2023 13:00;7;0;3,2;0;108;6,1;0,2;3;4,6;7,6;0;18,5;606;53
24/06/2023 14:00;6;0;3,6;0;113;5,9;0,3;3,5;4,9;8,4;0;19,2;523;51
24/06/2023 15:00;12;8;4,5;0;116;6,2;0,3;3,7;4,8;8,4;0;19;519;51
24/06/2023 16:00;7;4;4,6;0;118;6,2;0,3;4,3;4,8;9,1;0;18,4;402;53
24/06/2023 17:00;6;4;4,2;0;116;5,8;0,3;4,6;5,3;9,9;0;17,3;163;56
24/06/2023 18:00;8;3;3,1;0;120;5,7;0,4;5;6,1;11,1;0;15,8;24;59
24/06/2023 19:00;7;0;1,9;0;138;6,2;0,4;5,4;6,6;12;0;15;6;61
24/06/2023 20:00;0;7;1,2;0;152;6,3;0,3;4,3;6,4;10,8;0;14,3;0;64
24/06/2023 21:00;0;4;1,2;0;128;6,4;0,3;3;5,6;8,6;0;13,8;0;67
24/06/2023 22:00;5;5;1,2;0;115;6,9;0,2;2,2;4,7;7;0;13,6;0;68
24/06/2023 23:00;11;3;1,1;0;139;6,9;0,2;2,3;4,3;6,6;0;13,4;0;69
25/06/2023 0:00;6;2;1,3;0;142;7,9;0,2;2,1;3,8;6;0;13,3;0;70
25/06/2023 1:00;9;2;0,9;0;122;7,7;0,2;1,3;3,7;5;0;13,3;0;70
25/06/2023 2:00;7;7;0,5;0;115;6,7;0,2;0,8;3,6;4,4;0;13,1;0;71
25/06/2023 3:00;7;7;0,3;0;97;6,3;0,2;0,6;3,5;4,1;0;12,9;0;73
25/06/2023 4:00;10;7;0,5;0;98;5,8;0,2;0,7;4,2;4,8;0;12,8;0;75
25/06/2023 5:00;6;2;0,4;0;97;5,8;0,2;0,5;4,2;4,7;0;12,5;0;77
25/06/2023 6:00;5;0;0,4;0;74;5,6;0,2;0,6;4,2;4,8;0;12,3;0;79
25/06/2023 7:00;4;4;0,5;0,3;78;4,8;0,2;1,5;6,2;7,8;0;11,9;13;84
25/06/2023 8:00;3;3;0,5;0,5;72;4,5;0,2;2,1;7;9;0;11,9;45;88
25/06/2023 9:00;3;0;0,6;0,4;55;5,2;0,2;1,9;6,2;8,2;0;12,5;101;85
25/06/2023 10:00;4;0;0,3;0,5;64;5,9;0,3;3,5;6,6;10;0;13,8;221;81
25/06/2023 11:00;4;2;1,2;0,3;126;6,2;0,3;4;5,9;9,9;0;15,3;313;74
25/06/2023 12:00;5;5;2,1;0;125;6,4;0,2;3,1;4,5;7,6;0;16;297;68
25/06/2023 13:00;5;5;2,3;0;137;6,7;0,2;3,3;4,1;7,4;0;16,3;268;65
25/06/2023 14:00;4;1;2,5;0;143;7,6;0,3;3,7;4,3;8;0;15,9;252;66
25/06/2023 15:00;4;0;2,9;0;133;7,1;0,3;3,2;4,3;7,5;0;15,9;318;65
25/06/2023 16:00;7;0;2,6;0;121;6,9;0,3;2,4;4;6,5;0;16,9;323;59
25/06/2023 17:00;6;4;1,8;0;117;7,2;0,3;2,8;4,7;7,4;0;16,8;173;58
25/06/2023 18:00;0;9;1,5;0;129;6,9;0,3;3,2;5;8,2;0;15,7;67;62
25/06/2023 19:00;5;5;1,3;0;129;6;0,3;4,6;6,6;11,1;0;14,6;18;66
25/06/2023 20:00;10;3;1,1;0;136;5,7;0,4;5,3;7,7;13;0;13,6;0;70
25/06/2023 21:00;11;5;0,7;0;144;5,6;0,4;4,6;8,8;13,4;0;13,1;0;72
25/06/2023 22:00;10;3;0,6;0;99;3,7;0,4;4,4;10,7;15,1;0;12,7;0;74
25/06/2023 23:00;7;1;0,6;0;86;2,7;0,3;3,6;10,3;13,9;0;12,4;0;75
26/06/2023 0:00;11;4;1;0;100;2,7;0,3;2,5;7,4;9,9;0;12,2;0;78
26/06/2023 1:00;6;2;1,5;0,1;104;3;0,2;1,4;4,7;6,2;0;11,7;0;83
26/06/2023 2:00;0;7;1,1;0,1;104;3,6;0,2;0,8;5,4;6,2;0;11,3;0;87
26/06/2023 3:00;0;6;0,9;0;106;3,9;0,1;0,6;5,8;6,4;0;11,2;0;87
